id,country,team,strategy 2,strategy 1,time,link,goal in first time,team that scored,Both scored,result in first time,result in all time
11,БЕЛЬГИЯ: Высшая лига - Группа Лиги Европы,Синт-Трёйден - Остенде,"{'СИНТ-ТРЁЙДЕН': 6, 'ОСТЕНДЕ': 5}","{'СИНТ-ТРЁЙДЕН': 0.4, 'ОСТЕНДЕ': 0.5}",13.04.2019 21:00,https://www.myscore.com.ua/match/pjNi9Wri/#match-summary
12,БОЛИВИЯ: Division Profesional - Апертура,Насьональ Потоси - Боливар,"{'НАСЬОНАЛЬ ПОТОСИ': 4, 'БОЛИВАР': 9}","{'НАСЬОНАЛЬ ПОТОСИ': 0.25, 'БОЛИВАР': 4.0}",13.04.2019 03:00,https://www.myscore.com.ua/match/QHnu9URK/#match-summary
13,ГЕРМАНИЯ: Западная региональная лига,Рёдингхаузен - Фортуна II,"{'РЁДИНГХАУЗЕН': 5, 'ФОРТУНА II': 3}","{'РЁДИНГХАУЗЕН': 0.4, 'ФОРТУНА II': 4.25}",13.04.2019 15:00,https://www.myscore.com.ua/match/C0BvsXke/#match-summary
14,ГЕРМАНИЯ: Западная региональная лига,Эссен - Боруссия Д II,"{'ЭССЕН': 4, 'БОРУССИЯ Д II': 5}","{'ЭССЕН': 0.5, 'БОРУССИЯ Д II': 0.62}",13.04.2019 16:00,https://www.myscore.com.ua/match/Icnv2YRK/#match-summary
15,ГЕРМАНИЯ: Юго-западная региональная лига,Оффенбах - Мангейм,"{'ОФФЕНБАХ': 6, 'МАНГЕЙМ': 9}","{'ОФФЕНБАХ': 0.62, 'МАНГЕЙМ': 1.75}",13.04.2019 15:00,https://www.myscore.com.ua/match/l85z5zY1/#match-summary
16,ГЕРМАНИЯ: Региональная лига Бавария,Шальдинг - Гархинг,"{'ШАЛЬДИНГ': 1, 'ГАРХИНГ': 5}","{'ШАЛЬДИНГ': 0.97, 'ГАРХИНГ': 0.92}",13.04.2019 15:00,https://www.myscore.com.ua/match/G4C9viO1/#match-summary
17,ГИБРАЛТАР: Премьер-Дивизион,Линкс - Бока Хуниорс,"{'ЛИНКС': 5, 'БОКА ХУНИОРС': 2}","{'ЛИНКС': 1.03, 'БОКА ХУНИОРС': 2.12}",13.04.2019 19:15,https://www.myscore.com.ua/match/Ox4hjpUf/#match-summary
18,ДАНИЯ: Суперлига - Группа вылета,Вендсюссель - Ольборг,"{'ВЕНДСЮССЕЛЬ': 6, 'ОЛЬБОРГ': 5}","{'ВЕНДСЮССЕЛЬ': 1.33, 'ОЛЬБОРГ': 1.08}",13.04.2019 17:00,https://www.myscore.com.ua/match/zgoKEa21/#match-summary
19,ИТАЛИЯ: Серия В,Лечче - Карпи,"{'ЛЕЧЧЕ': 6, 'КАРПИ': 5}","{'ЛЕЧЧЕ': 2.25, 'КАРПИ': 3.75}",13.04.2019 16:00,https://www.myscore.com.ua/match/r70OwL9P/#match-summary
20,ИТАЛИЯ: Серия C - Группа A,Понтедера - Пистойезе,"{'ПОНТЕДЕРА': 2, 'ПИСТОЙЕЗЕ': 5}","{'ПОНТЕДЕРА': 0.88, 'ПИСТОЙЕЗЕ': 1.0}",13.04.2019 21:30,https://www.myscore.com.ua/match/jZW9imvr/#match-summary
21,КАТАР: Премьер-лига,Аль-Сайлия - Аль-Хуритият,"{'АЛЬ-САЙЛИЯ': 4, 'АЛЬ-ХУРИТИЯТ': 5}","{'АЛЬ-САЙЛИЯ': 3.0, 'АЛЬ-ХУРИТИЯТ': 0.78}",13.04.2019 20:30,https://www.myscore.com.ua/match/S8170XH5/#match-summary
22,МИР: Клубные товарищеские матчи,ТПВ (Фин) - Мусан (Фин),"{'ТПВ': 5, 'МУСАН': 4}","{'ТПВ': 1.33, 'МУСАН': 1.0}",13.04.2019 17:30,https://www.myscore.com.ua/match/b3CS9IXj/#match-summary
23,НИДЕРЛАНДЫ: Высшая лига,Фейеноорд - Хераклес,"{'ФЕЙЕНООРД': 6, 'ХЕРАКЛЕС': 4}","{'ФЕЙЕНООРД': 0.67, 'ХЕРАКЛЕС': 0.58}",13.04.2019 21:45,https://www.myscore.com.ua/match/vL88KF4m/#match-summary
24,НИДЕРЛАНДЫ: Второй дивизион,Катвейк - Линден,"{'КАТВЕЙК': 7, 'ЛИНДЕН': 4}","{'КАТВЕЙК': 0.5, 'ЛИНДЕН': 1.17}",13.04.2019 16:30,https://www.myscore.com.ua/match/UDZxjKuL/#match-summary
25,ПОРТУГАЛИЯ: Примейра-лига,Портимоненси - Порту,"{'ПОРТИМОНЕНСИ': 5, 'ПОРТУ': 7}","{'ПОРТИМОНЕНСИ': 8.62, 'ПОРТУ': 1.13}",13.04.2019 20:00,https://www.myscore.com.ua/match/Eef0PnUM/#match-summary
26,ПОРТУГАЛИЯ: Сегунда,Фамаликан - Академика,"{'ФАМАЛИКАН': 5, 'АКАДЕМИКА': 3}","{'ФАМАЛИКАН': 1.42, 'АКАДЕМИКА': 0.75}",13.04.2019 13:00,https://www.myscore.com.ua/match/EDmJHpKi/#match-summary
27,РОССИЯ: ПФЛ - Второй дивизион - Центр,Калуга - Торпедо Москва,"{'КАЛУГА': 5, 'ТОРПЕДО МОСКВА': 4}","{'КАЛУГА': 0.5, 'ТОРПЕДО МОСКВА': 0.36}",13.04.2019 14:00,https://www.myscore.com.ua/match/vee62u5J/#match-summary
28,САУДОВСКАЯ АРАВИЯ: Премьер-лига,Аль-Наср Рияд - Аль-Иттихад,"{'АЛЬ-НАСР РИЯД': 6, 'АЛЬ-ИТТИХАД': 5}","{'АЛЬ-НАСР РИЯД': 0.3, 'АЛЬ-ИТТИХАД': 0.72}",13.04.2019 18:50,https://www.myscore.com.ua/match/nDClV0QD/#match-summary
29,СЕВЕРНАЯ ИРЛАНДИЯ: Премьер-лига - Чемпионшип - плей-офф,Клифтонвилл - Баллимина,"{'КЛИФТОНВИЛЛ': 4, 'БАЛЛИМИНА': 5}","{'КЛИФТОНВИЛЛ': 0.29, 'БАЛЛИМИНА': 0}",13.04.2019 17:00,https://www.myscore.com.ua/match/2uVVyYV8/#match-summary
30,СЕВЕРНАЯ ИРЛАНДИЯ: Премьер-лига - Группа вылета,Ардс - Гленторан,"{'АРДС': 6, 'ГЛЕНТОРАН': 7}","{'АРДС': 1.3, 'ГЛЕНТОРАН': 1.88}",13.04.2019 17:00,https://www.myscore.com.ua/match/KMUiwxDU/#match-summary
31,СЛОВЕНИЯ: Первая лига,Триглав Крань - Рудар,"{'ТРИГЛАВ КРАНЬ': 4, 'РУДАР': 3}","{'ТРИГЛАВ КРАНЬ': 1.43, 'РУДАР': 1.29}",13.04.2019 15:30,https://www.myscore.com.ua/match/but2q2n5/#match-summary
32,ТУРКМЕНИСТАН: Йокары-лига,Энергетик - ФК Балкан,"{'ЭНЕРГЕТИК': 3, 'ФК БАЛКАН': 7}","{'ЭНЕРГЕТИК': 3, 'ФК БАЛКАН': 0.93}",13.04.2019 15:00,https://www.myscore.com.ua/match/MiEakZs1/#match-summary
33,ТУРЦИЯ: Суперлига,Бешикташ - Башакшехир,"{'БЕШИКТАШ': 7, 'БАШАКШЕХИР': 8}","{'БЕШИКТАШ': 2.5, 'БАШАКШЕХИР': 0.27}",13.04.2019 19:00,https://www.myscore.com.ua/match/ro957EtA/#match-summary
34,УРУГВАЙ: Премьер-лига - Апертура,Серро - Прогресо,"{'СЕРРО': 5, 'ПРОГРЕСО': 5}","{'СЕРРО': 1.12, 'ПРОГРЕСО': 1.75}",13.04.2019 22:00,https://www.myscore.com.ua/match/lElYjD1d/#match-summary
35,УЭЛЬС: Премьер-лига - Чемпионшип - плей-офф,Барри - Нью-Сейнтс,"{'БАРРИ': 5, 'НЬЮ-СЕЙНТС': 8}","{'БАРРИ': 3.5, 'НЬЮ-СЕЙНТС': 0.3}",13.04.2019 21:30,https://www.myscore.com.ua/match/z1TOz7dJ/#match-summary
36,ФИНЛЯНДИЯ: Высшая лига,Интер Турку - СЙК,"{'ИНТЕР ТУРКУ': 6, 'СЙК': 4}","{'ИНТЕР ТУРКУ': 5.17, 'СЙК': 1.1}",13.04.2019 15:00,https://www.myscore.com.ua/match/Y5WYy3As/#match-summary
37,ШВЕЦИЯ: Первая лига,Мьёльбю - Вестерос,"{'МЬЁЛЬБЮ': 5, 'ВЕСТЕРОС': 9}","{'МЬЁЛЬБЮ': 0.78, 'ВЕСТЕРОС': 0.7}",13.04.2019 14:30,https://www.myscore.com.ua/match/04GpO5LC/#match-summary
38,ШОТЛАНДИЯ: Чемпионшип,Аллоа - Куин оф зе Саут,"{'АЛЛОА': 6, 'КУИН ОФ ЗЕ САУТ': 1}","{'АЛЛОА': 1.12, 'КУИН ОФ ЗЕ САУТ': 2}",13.04.2019 17:00,https://www.myscore.com.ua/match/xIkKUBz9/#match-summary
39,ШОТЛАНДИЯ: Чемпионшип,Росс Каунти - Партик,"{'РОСС КАУНТИ': 3, 'ПАРТИК': 7}","{'РОСС КАУНТИ': 0.47, 'ПАРТИК': 1.6}",13.04.2019 17:00,https://www.myscore.com.ua/match/4W50Askf/#match-summary
40,ШОТЛАНДИЯ: Первая лига,Форфар - Дамбартон,"{'ФОРФАР': 6, 'ДАМБАРТОН': 7}","{'ФОРФАР': 0.67, 'ДАМБАРТОН': 1.42}",13.04.2019 17:00,https://www.myscore.com.ua/match/CYMQGDn7/#match-summary
41,ЭСТОНИЯ: Высшая лига,Левадия - Вильянди,"{'ЛЕВАДИЯ': 8, 'ВИЛЬЯНДИ': 4}","{'ЛЕВАДИЯ': 0.86, 'ВИЛЬЯНДИ': 0.5}",13.04.2019 13:00,https://www.myscore.com.ua/match/butDTOM6/#match-summary
42,ЭСТОНИЯ: Высшая лига,Таллинна Калев - Маарду,"{'ТАЛЛИННА КАЛЕВ': 5, 'МААРДУ': 4}","{'ТАЛЛИННА КАЛЕВ': 0.9, 'МААРДУ': 1.33}",13.04.2019 13:00,https://www.myscore.com.ua/match/h2uHSrxD/#match-summary
